UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,machine_id
2229,H31642,H,299.4,308.6,1542,41.8,166,0,0,0,0,0,0,2024-04-02 20:00:00,H31642
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,2024-04-03 19:00:00,H31665
2253,H31666,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,2024-04-03 20:00:00,H31666
2261,H31674,H,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,2024-04-04 04:00:00,H31674
2278,H31691,H,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,2024-04-04 21:00:00,H31691
2306,H31719,H,299.2,308.5,1342,47.5,147,0,0,0,0,0,0,2024-04-06 01:00:00,H31719
2308,H31721,H,299.0,308.5,1623,33.5,154,0,0,0,0,0,0,2024-04-06 03:00:00,H31721
2321,H31734,H,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,2024-04-06 16:00:00,H31734
2357,H31770,H,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,2024-04-08 04:00:00,H31770
2361,H31774,H,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,2024-04-08 08:00:00,H31774
2363,H31776,H,299.3,308.6,1520,41.4,67,0,0,0,0,0,0,2024-04-08 10:00:00,H31776
2380,H31793,H,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,2024-04-09 03:00:00,H31793
2401,H31814,H,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,2024-04-10 00:00:00,H31814
2404,H31817,H,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,2024-04-10 03:00:00,H31817
2421,H31834,H,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,2024-04-10 20:00:00,H31834
2437,H31850,H,299.0,308.2,1662,30.4,55,0,0,0,0,0,0,2024-04-11 12:00:00,H31850
2446,H31859,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,2024-04-11 21:00:00,H31859
2477,H31890,H,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,2024-04-13 04:00:00,H31890
2485,H31898,H,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,2024-04-13 12:00:00,H31898
2488,H31901,H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,2024-04-13 15:00:00,H31901
2490,H31903,H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,2024-04-13 17:00:00,H31903
2491,H31904,H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,2024-04-13 18:00:00,H31904
2493,H31906,H,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,2024-04-13 20:00:00,H31906
2508,H31921,H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,2024-04-14 11:00:00,H31921
2538,H31951,H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,2024-04-15 17:00:00,H31951
2542,H31955,H,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,2024-04-15 21:00:00,H31955
2543,H31956,H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,2024-04-15 22:00:00,H31956
2553,H31966,H,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,2024-04-16 08:00:00,H31966
2570,H31983,H,299.5,309.2,1872,22.6,162,0,0,0,0,0,0,2024-04-17 01:00:00,H31983
2594,H32007,H,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,2024-04-18 01:00:00,H32007
2607,H32020,H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,2024-04-18 14:00:00,H32020
2611,H32024,H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,2024-04-18 18:00:00,H32024
2625,H32038,H,299.7,309.5,1375,46.8,86,0,0,0,0,0,0,2024-04-19 08:00:00,H32038
2629,H32042,H,299.9,309.6,1410,51.2,98,0,0,0,0,0,0,2024-04-19 12:00:00,H32042
2632,H32045,H,300.0,309.7,1529,42.4,107,0,0,0,0,0,0,2024-04-19 15:00:00,H32045
2636,H32049,H,299.9,309.6,1462,51.0,119,0,0,0,0,0,0,2024-04-19 19:00:00,H32049
2642,H32055,H,299.8,309.5,1420,46.7,136,0,0,0,0,0,0,2024-04-20 01:00:00,H32055
2646,H32059,H,299.9,309.5,1547,38.5,148,0,0,0,0,0,0,2024-04-20 05:00:00,H32059
2660,H32073,H,299.8,309.3,1595,32.1,183,0,0,0,0,0,0,2024-04-20 19:00:00,H32073
2667,H32080,H,299.7,309.2,1691,27.7,203,0,0,0,0,0,0,2024-04-21 02:00:00,H32080
2670,H32083,H,299.7,309.3,1494,37.8,214,0,0,0,0,0,0,2024-04-21 05:00:00,H32083
2713,H32126,H,299.7,309.2,1302,55.5,87,0,0,0,0,0,0,2024-04-23 00:00:00,H32126
2735,H32148,H,299.7,309.2,1572,32.8,142,0,0,0,0,0,0,2024-04-23 22:00:00,H32148
2751,H32164,H,299.7,309.2,1456,40.6,182,0,0,0,0,0,0,2024-04-24 14:00:00,H32164
2755,H32168,H,299.6,309.1,1630,32.3,194,0,0,0,0,0,0,2024-04-24 18:00:00,H32168
2790,H32203,H,300.3,309.5,1438,44.0,59,0,0,0,0,0,0,2024-04-26 05:00:00,H32203
2792,H32205,H,300.4,309.6,1416,43.3,66,0,0,0,0,0,0,2024-04-26 07:00:00,H32205
2841,H32254,H,300.4,309.4,1487,38.9,185,0,0,0,0,0,0,2024-04-28 08:00:00,H32254
2857,H32270,H,300.5,309.3,1471,45.2,223,0,0,0,0,0,0,2024-04-29 00:00:00,H32270
2861,H32274,H,300.6,309.4,1463,49.2,235,0,0,0,0,0,0,2024-04-29 04:00:00,H32274
2865,H32278,H,300.6,309.4,1380,47.6,246,1,1,0,0,0,0,2024-04-29 08:00:00,H32278
2866,H32279,H,300.7,309.7,1623,32.7,0,0,0,0,0,0,0,2024-04-29 09:00:00,H32279
2868,H32281,H,300.7,309.6,1390,48.5,7,0,0,0,0,0,0,2024-04-29 11:00:00,H32281
2874,H32287,H,300.6,309.4,1555,37.9,24,0,0,0,0,0,0,2024-04-29 17:00:00,H32287
2879,H32292,H,300.5,309.4,1502,34.3,40,0,0,0,0,0,0,2024-04-29 22:00:00,H32292
2887,H32300,H,300.5,309.5,1635,34.2,62,0,0,0,0,0,0,2024-04-30 06:00:00,H32300
2915,H32328,H,300.6,309.6,1888,20.5,133,0,0,0,0,0,0,2024-05-01 10:00:00,H32328
2931,H32344,H,300.7,309.6,1403,51.3,174,0,0,0,0,0,0,2024-05-02 02:00:00,H32344
2944,H32357,H,300.7,309.5,2007,19.7,2,0,0,0,0,0,0,2024-05-02 15:00:00,H32357
2946,H32359,H,300.7,309.6,1925,20.5,9,0,0,0,0,0,0,2024-05-02 17:00:00,H32359
2953,H32366,H,300.7,309.5,1667,30.5,29,0,0,0,0,0,0,2024-05-03 00:00:00,H32366
2955,H32368,H,300.6,309.4,1691,28.0,36,0,0,0,0,0,0,2024-05-03 02:00:00,H32368
2976,H32389,H,300.5,309.4,1360,46.2,93,0,0,0,0,0,0,2024-05-03 23:00:00,H32389
2979,H32392,H,300.5,309.4,1642,36.2,103,0,0,0,0,0,0,2024-05-04 02:00:00,H32392
2982,H32395,H,300.4,309.4,1530,40.4,112,0,0,0,0,0,0,2024-05-04 05:00:00,H32395
3001,H32414,H,300.5,309.8,1324,72.8,159,1,0,0,1,0,0,2024-05-05 00:00:00,H32414
3035,H32448,H,300.6,309.7,1470,43.8,18,0,0,0,0,0,0,2024-05-06 10:00:00,H32448
3054,H32467,H,300.2,309.3,1506,35.6,63,0,0,0,0,0,0,2024-05-07 05:00:00,H32467
3055,H32468,H,300.2,309.3,1342,48.7,68,0,0,0,0,0,0,2024-05-07 06:00:00,H32468
3069,H32482,H,300.0,309.0,1622,31.8,103,0,0,0,0,0,0,2024-05-07 20:00:00,H32482
3085,H32498,H,300.1,309.4,1329,55.2,143,0,0,0,0,0,0,2024-05-08 12:00:00,H32498
3090,H32503,H,300.1,309.3,1520,38.2,158,0,0,0,0,0,0,2024-05-08 17:00:00,H32503
3091,H32504,H,300.1,309.3,1448,45.8,163,0,0,0,0,0,0,2024-05-08 18:00:00,H32504
3102,H32515,H,299.8,309.0,1467,37.3,193,0,0,0,0,0,0,2024-05-09 05:00:00,H32515
3111,H32524,H,299.9,309.2,1525,33.2,0,0,0,0,0,0,0,2024-05-09 14:00:00,H32524
3121,H32534,H,300.1,309.4,1563,40.8,28,0,0,0,0,0,0,2024-05-10 00:00:00,H32534
3124,H32537,H,300.0,309.4,1498,38.5,37,0,0,0,0,0,0,2024-05-10 03:00:00,H32537
3134,H32547,H,300.2,309.6,1442,49.2,61,0,0,0,0,0,0,2024-05-10 13:00:00,H32547
3140,H32553,H,300.4,309.9,1513,38.7,76,0,0,0,0,0,0,2024-05-10 19:00:00,H32553
3141,H32554,H,300.4,309.9,2563,12.8,81,1,0,0,1,0,0,2024-05-10 20:00:00,H32554
3144,H32557,H,300.6,310.0,1419,42.4,90,0,0,0,0,0,0,2024-05-10 23:00:00,H32557
3149,H32562,H,300.4,309.8,1448,39.7,107,0,0,0,0,0,0,2024-05-11 04:00:00,H32562
3150,H32563,H,300.4,309.7,1500,35.2,112,0,0,0,0,0,0,2024-05-11 05:00:00,H32563
3160,H32573,H,300.4,309.8,1409,47.5,138,0,0,0,0,0,0,2024-05-11 15:00:00,H32573
3200,H32613,H,300.1,309.1,1560,35.4,14,0,0,0,0,0,0,2024-05-13 07:00:00,H32613
3215,H32628,H,300.4,309.3,1396,51.2,54,0,0,0,0,0,0,2024-05-13 22:00:00,H32628
3224,H32637,H,300.6,309.5,1495,36.5,79,0,0,0,0,0,0,2024-05-14 07:00:00,H32637
3234,H32647,H,300.8,309.4,1474,40.7,104,0,0,0,0,0,0,2024-05-14 17:00:00,H32647
3242,H32655,H,300.9,309.5,1469,43.4,126,0,0,0,0,0,0,2024-05-15 01:00:00,H32655
3251,H32664,H,301.2,309.8,1709,27.0,151,0,0,0,0,0,0,2024-05-15 10:00:00,H32664
3262,H32675,H,301.3,310.1,1469,39.7,179,0,0,0,0,0,0,2024-05-15 21:00:00,H32675
3265,H32678,H,301.3,310.1,1455,44.1,188,0,0,0,0,0,0,2024-05-16 00:00:00,H32678
3276,H32689,H,301.3,310.0,1532,36.3,2,0,0,0,0,0,0,2024-05-16 11:00:00,H32689
3285,H32698,H,301.2,309.9,1362,50.7,25,0,0,0,0,0,0,2024-05-16 20:00:00,H32698
3301,H32714,H,301.3,310.4,1538,38.4,65,0,0,0,0,0,0,2024-05-17 12:00:00,H32714
3342,H32755,H,301.4,310.7,1329,52.0,160,0,0,0,0,0,0,2024-05-19 05:00:00,H32755
3358,H32771,H,301.6,310.7,1414,51.7,197,0,0,0,0,0,0,2024-05-19 21:00:00,H32771
3368,H32781,H,301.5,310.7,1790,26.2,8,0,0,0,0,0,0,2024-05-20 07:00:00,H32781
3378,H32791,H,301.5,310.8,1591,29.6,33,0,0,0,0,0,0,2024-05-20 17:00:00,H32791
3384,H32797,H,301.4,310.6,1674,33.6,49,0,0,0,0,0,0,2024-05-20 23:00:00,H32797
3387,H32800,H,301.5,310.8,1474,38.7,58,0,0,0,0,0,0,2024-05-21 02:00:00,H32800
3391,H32804,H,301.5,310.7,1599,40.4,72,0,0,0,0,0,0,2024-05-21 06:00:00,H32804
3401,H32814,H,301.4,310.7,1536,44.4,96,0,0,0,0,0,0,2024-05-21 16:00:00,H32814
3419,H32832,H,301.6,310.6,1555,40.4,139,0,0,0,0,0,0,2024-05-22 10:00:00,H32832
3430,H32843,H,301.5,310.5,1551,34.3,166,0,0,0,0,0,0,2024-05-22 21:00:00,H32843
3431,H32844,H,301.6,310.6,1821,26.2,171,0,0,0,0,0,0,2024-05-22 22:00:00,H32844
3447,H32860,H,301.6,310.6,1400,49.5,211,0,0,0,0,0,0,2024-05-23 14:00:00,H32860
3453,H32866,H,301.6,310.5,1602,32.3,2,0,0,0,0,0,1,2024-05-23 20:00:00,H32866
3456,H32869,H,301.4,310.3,1611,41.5,11,0,0,0,0,0,0,2024-05-23 23:00:00,H32869
3457,H32870,H,301.4,310.4,1610,38.6,16,0,0,0,0,0,0,2024-05-24 00:00:00,H32870
3462,H32875,H,301.6,310.4,1330,49.5,30,0,0,0,0,0,0,2024-05-24 05:00:00,H32875
3463,H32876,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0,2024-05-24 06:00:00,H32876
3484,H32897,H,301.9,310.8,1455,42.7,85,0,0,0,0,0,0,2024-05-25 03:00:00,H32897
3492,H32905,H,301.9,310.9,1590,34.3,106,0,0,0,0,0,0,2024-05-25 11:00:00,H32905
3493,H32906,H,301.9,311.0,1336,63.6,111,0,0,0,0,0,0,2024-05-25 12:00:00,H32906
3501,H32914,H,301.9,311.0,1871,26.0,132,0,0,0,0,0,0,2024-05-25 20:00:00,H32914
3502,H32915,H,301.9,311.0,1291,63.6,137,0,0,0,0,0,0,2024-05-25 21:00:00,H32915
3507,H32920,H,301.6,310.8,1435,47.2,152,0,0,0,0,0,0,2024-05-26 02:00:00,H32920
3515,H32928,H,301.9,311.0,1430,49.8,174,0,0,0,0,0,0,2024-05-26 10:00:00,H32928
3527,H32940,H,301.8,310.8,1470,37.6,204,0,0,0,0,0,0,2024-05-26 22:00:00,H32940
3536,H32949,H,301.9,311.0,1672,29.9,13,0,0,0,0,0,0,2024-05-27 07:00:00,H32949
3571,H32984,H,301.8,310.6,1441,46.3,100,0,0,0,0,0,0,2024-05-28 18:00:00,H32984
3588,H33001,H,301.8,310.5,1478,38.6,141,0,0,0,0,0,0,2024-05-29 11:00:00,H33001
3593,H33006,H,301.6,310.4,1369,45.4,156,0,0,0,0,0,0,2024-05-29 16:00:00,H33006
3600,H33013,H,301.7,310.5,1388,50.5,176,0,0,0,0,0,0,2024-05-29 23:00:00,H33013
3621,H33034,H,301.9,311.2,1474,41.8,18,0,0,0,0,0,0,2024-05-30 20:00:00,H33034
3641,H33054,H,302.4,311.6,1544,39.1,70,0,0,0,0,0,0,2024-05-31 16:00:00,H33054
3674,H33087,H,302.3,311.7,1449,44.5,152,0,0,0,0,0,0,2024-06-02 01:00:00,H33087
3699,H33112,H,302.2,311.3,1758,26.4,4,0,0,0,0,0,0,2024-06-03 02:00:00,H33112
3718,H33131,H,302.3,311.4,1443,44.1,51,0,0,0,0,0,0,2024-06-03 21:00:00,H33131
3726,H33139,H,302.3,311.1,1543,37.5,73,0,0,0,0,0,0,2024-06-04 05:00:00,H33139
3737,H33150,H,302.2,311.1,1628,30.6,105,0,0,0,0,0,0,2024-06-04 16:00:00,H33150
3747,H33160,H,302.5,311.3,1393,47.5,130,0,0,0,0,0,0,2024-06-05 02:00:00,H33160
3753,H33166,H,302.3,311.1,1455,40.3,145,0,0,0,0,0,0,2024-06-05 08:00:00,H33166
3776,H33189,H,302.5,311.1,1850,23.3,203,0,0,0,0,0,0,2024-06-06 07:00:00,H33189
3784,H33197,H,302.2,310.8,1397,47.6,11,0,0,0,0,0,0,2024-06-06 15:00:00,H33197
3826,H33239,H,302.2,310.7,1413,48.9,114,0,0,0,0,0,0,2024-06-08 09:00:00,H33239
3827,H33240,H,302.3,310.8,1438,43.8,119,0,0,0,0,0,0,2024-06-08 10:00:00,H33240
3830,H33243,H,302.3,310.9,1366,48.4,130,1,0,1,0,0,0,2024-06-08 13:00:00,H33243
3852,H33265,H,302.2,310.9,1415,48.4,185,0,0,0,0,0,0,2024-06-09 11:00:00,H33265
3856,H33269,H,302.4,311.1,1578,32.3,196,0,0,0,0,0,0,2024-06-09 15:00:00,H33269
3858,H33271,H,302.4,311.2,1506,40.8,204,0,0,0,0,0,0,2024-06-09 17:00:00,H33271
3863,H33276,H,302.5,311.5,1496,43.8,218,0,0,0,0,0,0,2024-06-09 22:00:00,H33276
3866,H33279,H,302.6,311.5,1629,34.4,228,1,1,0,0,0,0,2024-06-10 01:00:00,H33279
3878,H33291,H,302.6,311.7,1471,48.3,25,0,0,0,0,0,0,2024-06-10 13:00:00,H33291
3885,H33298,H,302.5,311.5,1626,36.0,44,0,0,0,0,0,0,2024-06-10 20:00:00,H33298
3902,H33315,H,302.2,311.1,1553,34.1,89,0,0,0,0,0,0,2024-06-11 13:00:00,H33315
3904,H33317,H,302.2,311.1,1476,39.6,96,0,0,0,0,0,0,2024-06-11 15:00:00,H33317
3905,H33318,H,302.2,311.1,1426,50.6,101,0,0,0,0,0,0,2024-06-11 16:00:00,H33318
3910,H33323,H,302.3,311.3,1744,30.3,116,0,0,0,0,0,0,2024-06-11 21:00:00,H33323
3920,H33333,H,302.5,311.5,1655,32.3,142,0,0,0,0,0,0,2024-06-12 07:00:00,H33333
3928,H33341,H,302.7,311.5,1556,35.0,164,0,0,0,0,0,0,2024-06-12 15:00:00,H33341
3948,H33361,H,302.2,311.3,1749,29.2,5,0,0,0,0,0,0,2024-06-13 11:00:00,H33361
3964,H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,2024-06-14 03:00:00,H33377
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,2024-06-14 11:00:00,H33385
3976,H33389,H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,2024-06-14 15:00:00,H33389
3977,H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,2024-06-14 16:00:00,H33390
3991,H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,2024-06-15 06:00:00,H33404
4002,H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,2024-06-15 17:00:00,H33415
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,2024-06-16 13:00:00,H33435
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,2024-06-16 17:00:00,H33439
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,2024-06-16 21:00:00,H33443
4079,H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,2024-06-18 22:00:00,H33492
4086,H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,2024-06-19 05:00:00,H33499
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,2024-06-19 12:00:00,H33506
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,2024-06-19 15:00:00,H33509
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,2024-06-20 08:00:00,H33526
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,2024-06-20 11:00:00,H33529
4128,H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,2024-06-20 23:00:00,H33541
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,2024-06-21 11:00:00,H33553
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,2024-06-21 13:00:00,H33555
4162,H33575,H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,2024-06-22 09:00:00,H33575
4167,H33580,H,302.3,310.6,1525,48.7,114,0,0,0,0,0,0,2024-06-22 14:00:00,H33580
4191,H33604,H,302.4,310.9,1444,40.7,174,0,0,0,0,0,0,2024-06-23 14:00:00,H33604
4235,H33648,H,302.2,310.9,1522,35.9,61,0,0,0,0,0,0,2024-06-25 10:00:00,H33648
4252,H33665,H,302.5,310.9,1356,55.5,101,1,0,1,0,0,0,2024-06-26 03:00:00,H33665
4253,H33666,H,302.6,311.0,1438,51.0,106,0,0,0,0,0,0,2024-06-26 04:00:00,H33666
4261,H33674,H,302.7,311.1,1418,43.4,130,0,0,0,0,0,0,2024-06-26 12:00:00,H33674
4309,H33722,H,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,2024-06-28 12:00:00,H33722
4315,H33728,H,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,2024-06-28 18:00:00,H33728
4328,H33741,H,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,2024-06-29 07:00:00,H33741
4337,H33750,H,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,2024-06-29 16:00:00,H33750
4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,2024-06-30 00:00:00,H33758
4348,H33761,H,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,2024-06-30 03:00:00,H33761
4356,H33769,H,302.0,309.8,1280,57.3,147,1,0,1,0,0,0,2024-06-30 11:00:00,H33769
4359,H33772,H,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,2024-06-30 14:00:00,H33772
4364,H33777,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,2024-06-30 19:00:00,H33777
4365,H33778,H,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,2024-06-30 20:00:00,H33778
4368,H33781,H,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,2024-06-30 23:00:00,H33781
4370,H33783,H,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,2024-07-01 01:00:00,H33783
4397,H33810,H,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,2024-07-02 04:00:00,H33810
4402,H33815,H,302.2,310.0,1468,43.6,38,0,0,0,0,0,0,2024-07-02 09:00:00,H33815
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,2024-07-02 10:00:00,H33816
4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,2024-07-03 04:00:00,H33834
4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,2024-07-03 14:00:00,H33844
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,2024-07-03 15:00:00,H33845
4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,2024-07-03 17:00:00,H33847
4456,H33869,H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,2024-07-04 15:00:00,H33869
4481,H33894,H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0,2024-07-05 16:00:00,H33894
4483,H33896,H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,2024-07-05 18:00:00,H33896
4492,H33905,H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0,2024-07-06 03:00:00,H33905
4495,H33908,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0,2024-07-06 06:00:00,H33908
4499,H33912,H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0,2024-07-06 10:00:00,H33912
4500,H33913,H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0,2024-07-06 11:00:00,H33913
4533,H33946,H,302.5,310.4,1422,41.9,156,0,0,0,0,0,0,2024-07-07 20:00:00,H33946
4566,H33979,H,302.7,310.8,1275,55.0,25,1,0,1,0,0,0,2024-07-09 05:00:00,H33979
4574,H33987,H,302.8,311.0,1436,43.5,47,0,0,0,0,0,0,2024-07-09 13:00:00,H33987
4592,H34005,H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0,2024-07-10 07:00:00,H34005
4604,H34017,H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,2024-07-10 19:00:00,H34017
4606,H34019,H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0,2024-07-10 21:00:00,H34019
4615,H34028,H,303.0,311.2,1503,37.0,152,0,0,0,0,0,0,2024-07-11 06:00:00,H34028
4620,H34033,H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0,2024-07-11 11:00:00,H34033
4642,H34055,H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0,2024-07-12 09:00:00,H34055
4663,H34076,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0,2024-07-13 06:00:00,H34076
4668,H34081,H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0,2024-07-13 11:00:00,H34081
4669,H34082,H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0,2024-07-13 12:00:00,H34082
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,2024-07-13 19:00:00,H34089
4678,H34091,H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0,2024-07-13 21:00:00,H34091
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,2024-07-13 22:00:00,H34092
4702,H34115,H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0,2024-07-14 21:00:00,H34115
4715,H34128,H,303.4,311.8,1693,28.3,175,0,0,0,0,0,0,2024-07-15 10:00:00,H34128
4746,H34159,H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0,2024-07-16 17:00:00,H34159
4753,H34166,H,303.3,311.3,1502,39.5,38,0,0,0,0,0,0,2024-07-17 00:00:00,H34166
4754,H34167,H,303.2,311.4,1607,36.6,43,0,0,0,0,0,0,2024-07-17 01:00:00,H34167
4757,H34170,H,303.4,311.7,1991,19.0,53,0,0,0,0,0,0,2024-07-17 04:00:00,H34170
4762,H34175,H,303.7,311.9,1332,52.7,66,1,0,1,0,0,0,2024-07-17 09:00:00,H34175
4770,H34183,H,303.6,311.9,1544,37.1,88,0,0,0,0,0,0,2024-07-17 17:00:00,H34183
4779,H34192,H,303.6,312.2,1371,54.6,112,1,0,1,0,0,0,2024-07-18 02:00:00,H34192
4786,H34199,H,303.9,312.7,1401,50.0,129,0,0,0,0,0,0,2024-07-18 09:00:00,H34199
4789,H34202,H,303.7,312.6,1514,35.5,138,0,0,0,0,0,0,2024-07-18 12:00:00,H34202
4793,H34206,H,303.7,312.7,1564,40.2,150,0,0,0,0,0,0,2024-07-18 16:00:00,H34206
4794,H34207,H,303.6,312.6,1498,40.2,155,0,0,0,0,0,0,2024-07-18 17:00:00,H34207
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0,2024-07-19 06:00:00,H34220
4816,H34229,H,303.4,311.9,1534,33.2,210,0,0,0,0,0,0,2024-07-19 15:00:00,H34229
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0,2024-07-20 13:00:00,H34251
4839,H34252,H,303.3,311.8,1649,29.4,49,0,0,0,0,0,0,2024-07-20 14:00:00,H34252
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0,2024-07-20 15:00:00,H34253
4849,H34262,H,303.5,312.0,1397,52.9,80,0,0,0,0,0,0,2024-07-21 00:00:00,H34262
4880,H34293,H,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,2024-07-22 07:00:00,H34293
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,2024-07-22 12:00:00,H34298
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,2024-07-22 13:00:00,H34299
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,2024-07-22 22:00:00,H34308
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,2024-07-23 01:00:00,H34311
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0,2024-07-23 02:00:00,H34312
4905,H34318,H,303.6,312.4,1480,50.7,2,0,0,0,0,0,0,2024-07-23 08:00:00,H34318
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0,2024-07-23 10:00:00,H34320
4916,H34329,H,303.5,312.3,1386,49.0,35,0,0,0,0,0,0,2024-07-23 19:00:00,H34329
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0,2024-07-23 20:00:00,H34330
4925,H34338,H,303.4,312.3,1522,42.1,62,0,0,0,0,0,0,2024-07-24 04:00:00,H34338
4934,H34347,H,303.4,312.2,1554,36.8,85,0,0,0,0,0,0,2024-07-24 13:00:00,H34347
4944,H34357,H,303.6,312.6,1436,42.0,110,0,0,0,0,0,0,2024-07-24 23:00:00,H34357
4973,H34386,H,303.8,312.6,1811,24.9,183,0,0,0,0,0,0,2024-07-26 04:00:00,H34386
